pid,fnm,lnm,hght,n,bx,by,bz,rt,rx,ry,rz,rv,rvx,rvy,rvz,mnv,mnvt,mnvx,mnvy,mnvz,mxv,mxvt,mxvx,mxvy,mxvz,ta1t,ta1x,ta1y,ta1z,ta2t,ta2x,ta2y,ta2z,at1t,at1x,at1y,at1z,at2t,at2x,at2y,at2z,lr1t,lr1x,lr1y,lr1z,lr2t,lr2x,lr2y,lr2z,rl1t,rl1x,rl1y,rl1z,rl2t,rl2x,rl2y,rl2z,pl,spl,plr
2746,Josh,Smith,NA,457,-0.988391328,-0.599722591,3.747647107,0.39,-2.81E-04,0.017698115,8.505136745,14.53505984,-6.970013798,-0.340001902,12.75034396,7.627696672,0.242,0.215647608,0.017368905,7.126926351,19.16942296,0.105,-0.986911142,-0.477846579,5.358552288,0.059,-1.190740455,-0.608430051,4.521403052,NA,NA,NA,NA,0.293,0.340860287,0.064283343,7.537897569,NA,NA,NA,NA,0.036,-1.151304405,-0.621912028,4.170933274,NA,NA,NA,NA,0.293,0.340860287,0.064283343,7.537897569,NA,NA,NA,NA,5.370867851,4.898089285,1.09652306
202325,Wesley,Johnson,79,453,-0.340835373,0.388273878,3.677053034,0.376,-0.070551188,-0.021557541,8.383685221,15.48496502,-7.499888584,-0.317718051,13.54381291,10.2564227,0.305,0.252575682,0.030935477,7.55809919,16.75918029,0.119,-0.341042635,0.292852161,5.155364476,0.059,-0.503138418,0.380154248,4.2348439,NA,NA,NA,NA,0.28,0.272538749,0.060166333,7.297495664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,-0.397816806,0.389809126,3.77705974,NA,NA,NA,NA,4.937799269,4.732166721,1.043454206
201975,Jodie,Meeks,76,452,0.019413673,0.025445624,2.923279191,0.404,-0.083098818,-0.002843043,8.383323645,10.08184853,-4.002426661,-0.38720423,9.245232469,9.129645487,0.388,-0.02932398,0.00511706,8.236569584,22.22417577,0.19,-0.394319174,0.25851336,5.294786406,0.123,-0.531834653,0.289103467,3.894429365,NA,NA,NA,NA,0.348,0.021680012,0.039071604,7.862317124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138,-0.523409453,0.292398372,4.180132335,NA,NA,NA,NA,5.887702472,5.461079975,1.078120536
201596,Mario,Chalmers,74,451,-0.147158299,0.249577139,3.012415267,0.452,-0.008609901,-0.033050081,7.673281596,12.94598842,-6.83003533,0.279024939,10.99415202,6.002763029,0.373,0.292982884,-0.060092838,7.037187213,17.76620761,0.172,-0.315747847,0.530540922,4.891208051,0.117,-0.489602178,0.630053061,3.973908614,NA,NA,NA,NA,0.339,0.310795312,-0.049002356,6.819817489,NA,NA,NA,NA,0.366,0.300180764,-0.060583362,6.995071337,NA,NA,NA,NA,0.128,-0.482450579,0.635759156,4.14521533,NA,NA,NA,NA,5.197904449,4.671482499,1.112688413
202335,Patrick,Patterson,80,440,-1.188634731,0.533887347,3.463006344,0.371,0.023697398,-0.041181735,7.898360825,14.75577617,-7.126982012,-0.229604519,12.91844958,7.258099154,0.296,0.169270302,0.004448333,7.168539547,20.71539542,0.11,-1.478079998,0.640614137,4.81850833,0.084,-1.50983036,0.654815235,4.295685461,NA,NA,NA,NA,0.321,0.210599868,-0.015930473,7.358065957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,-1.5095855,0.654886908,4.258270034,NA,NA,NA,NA,5.318250656,4.633877752,1.147689029
201627,Anthony,Morrow,77,439,0.244742968,0.45111147,3.644475446,0.348,0.00645083,-0.015973482,7.905092553,15.92519883,-7.508484654,-1.542415362,13.95906769,10.9959792,0.289,0.239891473,0.146609856,7.187642121,15.93732156,0.188,0.022537452,0.555593458,5.825210574,0.134,-0.175289505,0.724467815,5.009941865,NA,NA,NA,NA,0.274,0.246523633,0.203134933,7.021622345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,-0.172668588,0.726765496,4.909920946,NA,NA,NA,NA,4.6166017,4.29276247,1.075438423
2755,Kevin,Martin,79,434,0.383445036,-0.836541378,3.467650192,0.272,-0.226666884,0.071444026,7.62135479,17.36754988,-1.560650707,-1.948492788,17.18719099,15.69481028,0.154,-0.097015712,0.054874794,5.659509492,15.82959636,0.133,-0.059821633,-0.007926481,5.328128365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217,-0.163639307,0.125191052,6.685454161,NA,NA,NA,NA,4.407283021,4.295338861,1.026061776
201977,Marcus,Thornton,NA,430,-0.490227145,0.464378053,3.322907182,0.401,-0.051059736,0.041276038,8.352543515,12.89514004,-7.594378126,0.174291533,10.42015739,6.194574009,0.328,0.341587877,0.04000338,7.78805179,22.44336373,0.126,-0.45097783,0.528802336,5.451155646,0.069,-0.727042403,0.562744428,4.29547144,NA,NA,NA,NA,0.284,0.409308291,0.08225545,7.493444632,NA,NA,NA,NA,0.355,0.235463636,0.034863658,7.961135856,NA,NA,NA,NA,0.087,-0.698297066,0.571053887,4.618567116,NA,NA,NA,NA,5.490293847,5.066470663,1.083652549
203501,Tim,Hardaway Jr.,77,430,-0.490080079,0.393202205,3.274077781,0.378,-0.001375949,-0.036738896,8.421869853,13.5089573,-7.099767882,0.011371817,11.49282794,8.26828341,0.309,0.321593101,-0.044498027,7.750160206,21.91234473,0.115,-0.506248417,0.507791696,5.020510845,0.062,-0.687628597,0.56671067,3.965024138,NA,NA,NA,NA,0.277,0.361864656,-0.031084287,7.474018271,NA,NA,NA,NA,0.309,0.321593101,-0.044498027,7.750160206,0.058,-0.686352272,0.56306159,3.903490622,0.071,-0.68092518,0.569955803,4.116552944,0.286,0.358570111,-0.038235871,7.555720658,5.535079306,5.188780617,1.066739898
201564,O.J.,Mayo,77,426,-0.744952256,0.288181941,2.803655387,0.392,-0.019178311,-0.024929603,8.051402365,15.05854348,-7.338789492,0.8710397,13.12033499,7.996911884,0.242,0.216237983,-0.034390024,6.566377744,22.20437506,0.112,-0.83579369,0.483689918,4.685436326,0.065,-1.051258167,0.537517857,3.713311622,NA,NA,NA,NA,0.294,0.344620903,-0.115187643,7.020447727,NA,NA,NA,NA,0.294,0.344620903,-0.115187643,7.020447727,NA,NA,NA,NA,0.077,-1.035127022,0.547226839,3.93735051,NA,NA,NA,NA,5.845118392,5.306942151,1.101409856
202703,Nikola,Mirotic,82,426,-0.639281725,0.178236113,3.435921139,0.377,-0.017733185,-0.00208249,8.505234733,14.78592188,-6.589766666,0.590627625,13.22307151,10.18808628,0.299,0.155084414,-0.045925432,7.608398529,19.0100128,0.107,-0.943306197,0.082679958,5.090122584,0.068,-1.033665036,0.149110597,4.381549957,NA,NA,NA,NA,0.321,0.176800725,-0.03418896,7.835305828,NA,NA,NA,NA,0.258,0.04161681,-0.056807558,7.175808294,NA,NA,NA,NA,0.01,-0.730612852,0.179015553,3.55399018,NA,NA,NA,NA,5.486116455,5.110457681,1.073507853
202339,Eric,Bledsoe,73,421,0.468609965,0.363795831,3.226896561,0.58,-0.039766582,0.036345017,7.572222223,16.39665285,-8.229442573,0.006196694,14.18190612,-2.750827944,0.048,0.227988701,0.374942526,3.081638656,14.81282004,0.304,-0.320648076,0.547737367,4.525649736,0.247,-0.486896636,0.586694309,3.758598945,NA,NA,NA,NA,0.476,0.36035167,0.070910659,6.371371776,NA,NA,NA,NA,0.019,0.361307145,0.35897858,3.166171362,0.525,0.281739766,0.036093073,6.878431692,0.261,-0.474600922,0.591889176,3.921592084,NA,NA,NA,NA,5.746315128,4.387200231,1.309790943
203477,Isaiah,Canaan,NA,420,-0.346529744,0.290113707,2.759948415,0.39,0.013013559,-0.045406922,8.082557849,13.88491312,-8.568324989,0.227973813,10.92349062,6.249287643,0.319,0.435767186,-0.062606289,7.494403464,24.08059365,0.119,-0.355853065,0.428441652,4.908132884,0.065,-0.589778726,0.466937774,3.747085016,NA,NA,NA,NA,0.275,0.506579201,-0.038167772,7.18278712,NA,NA,NA,NA,0.316,0.445159864,-0.062724945,7.475647626,NA,NA,NA,NA,0.078,-0.573212789,0.472797318,3.981933709,NA,NA,NA,NA,5.77766784,5.345279849,1.080891553
1891,Jason,Terry,74,417,0.086725041,0.184564037,3.131398141,0.481,-0.020805884,0.004455596,8.427119625,13.73202821,-9.51871385,-0.545160686,9.88258495,8.349930926,0.41,0.48695471,0.052491443,7.795944526,14.15216371,0.147,-0.41086494,0.370446856,4.728438283,0.131,-0.422013991,0.364325928,4.502596734,NA,NA,NA,NA,0.353,0.638398845,0.111529701,7.300391464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157,-0.391475059,0.371542152,4.869762344,NA,NA,NA,NA,5.899649688,5.299874337,1.113167844
201150,Spencer,Hawes,85,416,-0.214424609,-0.009277805,3.792427138,0.368,0.002010576,-0.002049236,7.911591991,15.1879396,-7.280926668,-0.176773993,13.32780429,7.641335543,0.286,0.278436458,0.037830772,7.088913389,16.68425719,0.106,-0.615229487,0.297062662,5.042254289,0.106,-0.615229487,0.297062662,5.042254289,NA,NA,NA,NA,0.292,0.279755904,0.032636954,7.134883037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.586579414,0.310368169,5.433705733,NA,NA,NA,NA,4.597298899,4.124853395,1.114536314
202391,Jeremy,Lin,75,415,-0.331350826,0.014650149,3.078044996,0.389,-0.020937983,-0.012312758,8.061355187,13.99163286,-6.607998514,0.199507399,12.33127498,8.31727531,0.316,0.264661108,-0.031414306,7.327083214,20.11569982,0.121,-0.526056664,0.134785526,4.885029784,0.073,-0.711161057,0.140624245,4.00110804,NA,NA,NA,NA,0.294,0.278468058,-0.033235978,7.140375084,NA,NA,NA,NA,0.298,0.278082897,-0.033314121,7.175347681,NA,NA,NA,NA,0.091,-0.679256661,0.145319188,4.301093368,NA,NA,NA,NA,5.32951932,4.993041517,1.067389346
203079,Dion,Waiters,75,414,0.304979282,0.400565351,2.961370719,0.485,-0.029047246,-0.017160027,8.74807687,14.52883551,-7.731564019,0.590507523,12.28663013,8.066638245,0.335,0.432013224,0.077294372,7.344684328,19.39592988,0.125,-0.478235856,0.699887493,4.360050161,0.134,-0.482581585,0.696821361,4.53398995,NA,NA,NA,NA,0.351,0.438399398,0.054291263,7.474976615,NA,NA,NA,NA,0.456,0.164370388,-0.028106837,8.41559616,NA,NA,NA,NA,0.123,-0.476093459,0.700000154,4.321259304,NA,NA,NA,NA,6.556022449,5.811371291,1.12813691
101141,Ersan,Ilyasova,81,411,-0.774195103,-0.178647525,3.575329355,0.467,-0.025008015,-0.030859967,8.351719733,13.05446611,-6.627431251,0.657942596,11.22779372,6.592014394,0.32,0.125071015,-0.042255602,7.215181584,16.03746041,0.188,-0.773814716,0.224406837,5.732632015,0.114,-1.056785023,0.21054385,4.59397851,NA,NA,NA,NA,0.381,0.250046073,-0.078476911,7.645949821,NA,NA,NA,NA,0.364,0.241229654,-0.080638966,7.528760023,NA,NA,NA,NA,0.154,-0.987136777,0.257628653,5.201752319,NA,NA,NA,NA,5.37835589,4.837047395,1.111908867
201162,Jared,Dudley,78,406,-0.221666672,0.525564438,2.849217075,0.392,0.003542152,0.011425513,8.523051827,15.3424211,-7.944271708,-0.964852282,13.08997679,10.29179056,0.312,0.409027758,0.111820107,7.61340421,22.27098424,0.122,-0.257775919,0.56056032,4.907485084,0.068,-0.451872361,0.608196318,3.816060959,NA,NA,NA,NA,0.277,0.446986377,0.176615388,7.246110853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,-0.451860702,0.608251435,3.833078159,NA,NA,NA,NA,5.983266009,5.701531254,1.049413875
200826,J.J.,Barea,70,401,0.575213126,0.135388104,2.885720306,0.561,-0.022040327,-0.005445728,7.427730689,14.01492654,-6.653727044,-0.298731339,12.33113303,0.269635956,0.071,0.232635892,0.135625008,2.95899576,14.69823719,0.307,-0.356499953,0.228048961,4.41572707,0.251,-0.479412697,0.229380532,3.669309128,NA,NA,NA,NA,0.48,0.232656895,0.039577675,6.578795206,NA,NA,NA,NA,0.024,0.45061959,0.129613099,2.92996199,0.077,0.205821004,0.135141431,2.960655247,0.063,0.268600967,0.135920594,2.956790293,0.213,-0.406254579,0.204005635,3.349070667,5.393282996,4.583274395,1.176731422
2406,Caron,Butler,79,396,0.463909851,0.323682835,3.237042211,0.465,-0.063472501,0.085271984,8.72219991,11.18145064,-5.839710172,0.448983203,9.524759194,10.93579753,0.149,0.070761545,0.248944384,4.767461937,15.165148,0.251,0.248063891,0.164118535,6.172412364,0.154,0.06986359,0.249108466,4.823294816,NA,NA,NA,NA,0.326,0.370698735,0.082180432,7.250556879,NA,NA,NA,NA,0.141,0.074991937,0.248478345,4.679142791,0.249,0.242881484,0.166742517,6.142082308,0.153,0.069917706,0.249128248,4.811967195,NA,NA,NA,NA,5.658004577,5.51560757,1.025817103
203109,Jae,Crowder,78,396,-0.488686304,0.340986798,3.373022083,0.393,0.019188184,-0.039695348,7.962126734,13.68236708,-7.197337389,0.719433828,11.61412581,7.599591083,0.317,0.289468882,-0.027114246,7.239481306,18.58551725,0.123,-0.736359793,0.58718398,4.812484296,0.08,-0.81459191,0.584572553,4.070388818,NA,NA,NA,NA,0.318,0.289513565,-0.028198488,7.247081109,NA,NA,NA,NA,0.362,0.200952858,-0.050920003,7.617723734,NA,NA,NA,NA,0.103,-0.790381528,0.595180839,4.44629306,NA,NA,NA,NA,5.139000733,4.632789321,1.109267091
203503,Tony,Snell,78,396,0.035172273,0.128314113,2.684848948,0.377,-0.013967567,-0.046986347,7.791518461,14.07858338,-6.552430822,-0.233926708,12.45862908,8.426754402,0.308,0.209612,0.002247146,7.078982257,20.86795529,0.115,-0.517724691,0.392514921,4.127437786,0.134,-0.538619041,0.397002109,4.518259858,NA,NA,NA,NA,0.308,0.209612,0.002247146,7.078982257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.537458337,0.397425355,4.43761231,NA,NA,NA,NA,5.521602163,5.109913746,1.080566608
201584,Courtney,Lee,77,384,0.841793738,0.269789726,3.392536478,0.462,-0.05157762,0.084816618,8.324213375,12.97685278,-8.827275287,-1.472801289,9.397274902,9.382258722,0.451,0.042477601,0.101820199,8.220945155,14.88538049,0.245,0.592482769,0.59948473,5.833963275,0.152,0.401303353,0.749259295,4.561413722,NA,NA,NA,NA,0.308,0.698661727,0.406967187,6.735503969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159,0.402882982,0.750512527,4.642097606,NA,NA,NA,NA,5.451102261,5.015352873,1.086883097
201565,Derrick,Rose,74,381,1.603802842,-0.132019606,2.928106014,0.585,-0.099257428,-0.024104288,9.137574586,10.77531509,-7.871466044,0.062976443,7.35822475,14.67113243,0.265,0.143545082,0.405446775,4.798283425,18.32500158,0.349,0.288009249,0.284570729,6.236085465,0.278,0.135387152,0.400509787,4.995976187,NA,NA,NA,NA,0.442,0.518535955,0.075471429,7.794865595,NA,NA,NA,NA,0.58,-0.060445459,-0.024266735,9.100671065,NA,NA,NA,NA,0.262,0.147551701,0.405592656,4.754236015,NA,NA,NA,NA,7.531583787,6.439686323,1.169557554
203468,CJ,McCollum,75,379,-0.13695603,0.004091158,2.805575199,0.381,0.001754159,-0.001332555,7.679160553,15.92026767,-8.073384248,0.450959699,13.71393542,10.99866805,0.306,0.374394289,-0.019114948,6.769175972,18.1240966,0.119,-0.259974801,0.144885094,4.233258903,0.068,-0.376333354,0.131657046,3.401098125,NA,NA,NA,NA,0.276,0.401999268,-0.013198656,6.433737441,NA,NA,NA,NA,0.308,0.370424063,-0.019131496,6.791177201,NA,NA,NA,NA,0.105,-0.309278207,0.146697914,3.981409359,NA,NA,NA,NA,5.162410763,4.875561931,1.058834004
203118,Mike,Scott,79,378,0.073694267,-0.127683443,3.174277759,0.452,-0.003608476,-0.001751344,8.808472662,13.45897937,-7.893541681,-0.432326625,10.89262223,7.182066218,0.305,0.544998348,0.141067589,7.600584508,20.94002989,0.106,-0.540994418,0.276173875,4.488370075,0.12,-0.558794507,0.307965842,4.779247833,NA,NA,NA,NA,0.315,0.548492792,0.130762716,7.672879108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-0.516154081,0.322178129,5.175963702,NA,NA,NA,NA,6.323645518,5.636132257,1.121983167
2210,Richard,Jefferson,79,370,-0.671107491,0.166353236,3.219425518,0.489,-0.104440354,-0.053775663,8.923780728,13.42821821,-7.518083909,0.877860402,11.09165541,8.269672541,0.414,0.314835714,-0.166251059,8.200930014,17.77909792,0.121,-0.467144045,0.138613584,4.87996213,0.054,-0.800435943,0.231362955,3.859333333,NA,NA,NA,NA,0.298,0.558174356,-0.281486978,7.066200198,NA,NA,NA,NA,0.298,0.558174356,-0.281486978,7.066200198,NA,NA,NA,NA,0.063,-0.794155523,0.233108719,3.9741994,NA,NA,NA,NA,6.246928073,5.73665728,1.088949151
201568,Danilo,Gallinari,82,366,-0.808618717,0.356235903,4.303014305,0.397,-0.023463383,0.003321918,8.512778726,12.58321925,-6.198057984,-0.331855886,10.94583737,6.105928684,0.242,0.076072607,0.129390531,7.274121418,15.38233503,0.105,-0.817426536,0.536858577,5.803825259,0.06,-0.954749883,0.553945371,5.129502201,NA,NA,NA,NA,0.312,0.22933526,0.024145002,7.754830035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076,-0.937789081,0.567201126,5.3653735,NA,NA,NA,NA,4.676588341,4.296874871,1.088369683
201951,Ty,Lawson,71,365,0.084525673,-0.163197494,2.986059924,0.452,-0.108090898,-0.085424184,7.413349502,12.29490929,-6.989573908,0.514714952,10.10176814,9.169754157,0.391,0.191358101,-0.10172056,6.834708367,14.27349458,0.23,-0.013794858,0.061195229,4.964929027,0.136,-0.293997044,0.133353778,3.731893397,NA,NA,NA,NA,0.328,0.285476548,-0.07674229,6.235519758,NA,NA,NA,NA,0.393,0.185231302,-0.101740907,6.8530485,NA,NA,NA,NA,0.149,-0.286406429,0.135855197,3.878077404,NA,NA,NA,NA,4.813866997,4.432160065,1.0861221
203521,Matthew,Dellavedova,75,363,0.11997833,0.548455897,2.452464182,0.359,-0.009772591,-0.027705757,7.746005456,15.55444557,-7.915954027,0.855019125,13.36216266,8.643378236,0.293,0.265379471,-0.005557659,7.026977507,22.95604886,0.106,-0.478417631,0.807961962,3.877533478,0.127,-0.510432783,0.787751306,4.350303444,NA,NA,NA,NA,0.288,0.266507343,0.002819206,6.983716639,NA,NA,NA,NA,0.336,0.14566712,-0.037825766,7.447854155,NA,NA,NA,NA,0.103,-0.469284794,0.808333888,3.808688085,NA,NA,NA,NA,5.849610543,5.326384962,1.098232776
201147,Corey,Brewer,81,359,0.306708641,-0.325754213,3.501177678,0.409,-0.183232295,0.027910485,8.11188573,12.00571228,-4.713616148,-0.430083671,11.03331221,Inf,NA,NA,NA,NA,16.86416144,0.209,-0.010358578,0.160955015,5.481661256,0.125,-0.103716,0.128134634,4.189604902,NA,NA,NA,NA,0.276,0.055383786,0.120754353,6.544412259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182,-0.05247762,0.166926673,5.030229109,NA,NA,NA,NA,5.000858048,4.650134362,1.075422269
200752,Rudy,Gay,80,355,-0.308908951,0.4541342,3.390529528,0.377,0.020749182,-0.033902622,8.62373271,16.51515691,-8.138677932,0.154528695,14.36970598,9.604711079,0.295,0.465201493,-0.049341295,7.67111467,22.91031837,0.112,-0.576194323,0.48323574,5.079025027,0.073,-0.672848061,0.508300119,4.239471826,NA,NA,NA,NA,0.274,0.490116856,-0.03527713,7.466425601,NA,NA,NA,NA,0.305,0.437406341,-0.050628017,7.767499921,NA,NA,NA,NA,0.076,-0.67225849,0.508471881,4.296664544,NA,NA,NA,NA,5.783566079,5.266238693,1.098234701
2736,Luol,Deng,81,353,-0.065464471,0.322966324,3.668987781,0.474,-0.040154811,-0.004733109,8.662878317,13.26803791,-8.155103685,0.045271735,10.46580452,8.830059342,0.395,0.421362975,0.016302065,7.914918857,15.06080476,0.124,-0.392040034,0.317543894,4.769575735,0.088,-0.435772176,0.318980215,4.25093943,NA,NA,NA,NA,0.323,0.554575943,0.076432715,7.267788104,NA,NA,NA,NA,0.061,-0.408290984,0.317785367,3.947206508,0.405,0.383314348,0.010844045,8.003337172,0.102,-0.428960815,0.319449249,4.443596021,NA,NA,NA,NA,5.566419597,5.004694814,1.112239568
202713,Kyle,Singler,80,351,-0.765537544,0.36793644,3.183367898,0.299,-0.014635219,0.01178673,7.470837868,14.8349767,-4.542998153,-0.158143913,14.12135588,9.857663989,0.227,-0.089005018,0.093549934,6.610367925,18.85624604,0.117,-0.888055065,0.40302846,5.038204039,0.069,-1.081817848,0.495422325,4.18501326,NA,NA,NA,NA,0.269,0.062008822,0.028928985,7.061841614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,-1.081817848,0.495422325,4.18501326,NA,NA,NA,NA,4.658814799,4.367275542,1.066755407
202697,Iman,Shumpert,77,350,-0.172486916,0.104522224,3.142981642,0.472,-0.103348507,-0.068552024,9.011798681,12.26429783,-6.787712112,0.562313629,10.19920433,9.339953824,0.417,0.179064392,-0.084374426,8.481992756,16.23861963,0.163,-0.41379624,0.433759582,5.119713975,0.129,-0.443432985,0.435347193,4.581733419,NA,NA,NA,NA,0.356,0.299238876,-0.048072573,7.8892023,NA,NA,NA,NA,0.421,0.164431918,-0.084469605,8.519359654,NA,NA,NA,NA,0.145,-0.437331706,0.441567182,4.83063927,NA,NA,NA,NA,6.185163004,5.871775562,1.053371836
202699,Tobias,Harris,80,347,0.815536718,0.052839283,3.529276306,0.413,-0.113891995,-0.005946889,8.660241929,14.44578149,-5.753281392,0.330859787,13.24654249,13.24654003,0.412,-0.108138714,-0.006277749,8.646995387,18.39327322,0.211,0.286941256,0.115652756,5.642973331,0.165,0.275290171,0.147431522,4.817260925,NA,NA,NA,NA,0.241,0.293191629,0.089752842,6.188509622,NA,NA,NA,NA,0.391,-0.001003749,-0.009514409,8.368589912,NA,NA,NA,NA,0.111,0.315654398,0.162995065,4.017718201,NA,NA,NA,NA,5.532267591,5.214796426,1.060878918
203087,Jeremy,Lamb,77,345,0.132845898,0.039243797,2.940253246,0.374,-0.021973666,-0.0512636,7.973916271,14.82069403,-7.685444698,0.131282521,12.67160907,9.246383808,0.309,0.244389273,-0.022454164,7.272106508,21.22603801,0.115,-0.309676618,0.329476614,4.456602303,0.122,-0.310974807,0.335526159,4.604838177,NA,NA,NA,NA,0.298,0.24853993,-0.008932145,7.169974926,NA,NA,NA,NA,0.358,0.089069379,-0.05258306,7.774262103,NA,NA,NA,NA,0.141,-0.301716388,0.342723059,4.991883176,NA,NA,NA,NA,5.38294302,5.036856573,1.0687108
202390,Gary,Neal,NA,337,0.591222947,0.268242436,2.877378444,0.403,-0.023077724,-0.01473948,8.513193566,14.03598468,-9.288498097,0.699432075,10.49968875,9.693489459,0.335,0.467450204,-0.024067473,7.814388935,21.93968562,0.124,0.328147639,0.254073533,4.825222582,0.08,0.214237104,0.280644694,3.921893824,NA,NA,NA,NA,0.26,0.690628738,0.045720168,7.01762771,NA,NA,NA,NA,0.362,0.305889212,-0.030128316,8.080172309,NA,NA,NA,NA,0.072,0.219783371,0.281349793,3.787595414,NA,NA,NA,NA,5.971390359,5.676253709,1.051994972
203096,Jared,Sullinger,NA,336,-0.302386217,-0.147893811,3.236551967,0.459,-0.036387347,-0.006740786,8.744421365,14.70964928,-7.803979239,1.135453723,12.41702197,9.633389742,0.299,0.382327844,-0.096878958,7.012538428,17.35184188,0.123,-0.607396702,0.116854928,4.632903129,0.1,-0.632511835,0.101854476,4.238582133,NA,NA,NA,NA,0.325,0.39734199,-0.093389842,7.266925501,NA,NA,NA,NA,0.3,0.383518473,-0.096890311,7.022172411,NA,NA,NA,NA,0.127,-0.597416391,0.117256325,4.702261188,NA,NA,NA,NA,5.969194205,5.516095075,1.082141284
2550,Kirk,Hinrich,76,335,0.96144763,-0.220225525,2.939788873,0.413,-0.293841261,0.020789027,7.30898983,12.95400999,-3.891485895,-0.234877995,12.35344263,11.98065772,0.294,0.00155251,0.045899622,5.862779055,13.61859523,0.227,0.119926758,0.066951149,4.988663587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288,0.013570396,0.045607267,5.79035982,NA,NA,NA,NA,0.163,0.236237849,0.089657025,4.148622809,0.138,0.294461159,0.083417903,3.862175335,4.725636642,4.552335139,1.038068705
2734,Devin,Harris,75,330,0.254464287,0.31496831,2.858025856,0.468,0.008644685,-0.019177505,8.146948843,13.34573487,-7.860887472,1.133703413,10.72519482,6.710008919,0.387,0.483870937,-0.099751797,7.462140385,20.10745072,0.112,-0.205140331,0.473414466,4.108210195,0.121,-0.209022839,0.470398663,4.288425081,NA,NA,NA,NA,0.315,0.636340691,-0.072897041,6.937975799,NA,NA,NA,NA,0.362,0.56563394,-0.110555247,7.290031564,NA,NA,NA,NA,0.108,-0.201094332,0.473752339,4.027816808,NA,NA,NA,NA,5.909758253,5.305166073,1.113962913
200782,P.J.,Tucker,77,325,0.608942826,0.267402,3.533459299,0.445,-0.16548864,-0.005168511,8.480446386,10.59643671,-4.614218519,0.092227827,9.538603281,9.460966576,0.125,0.102639966,0.392800576,4.546867015,14.95938544,0.236,0.118596551,0.22202466,6.002414352,0.167,0.065232271,0.360104065,5.019288455,NA,NA,NA,NA,0.294,0.159590818,0.099736462,6.840375268,NA,NA,NA,NA,0.438,-0.134234917,-0.00549833,8.413328678,NA,NA,NA,NA,0.122,0.108699473,0.39286183,4.518483839,NA,NA,NA,NA,5.162106406,5.014650538,1.029405014
977,Kobe,Bryant,78,323,-0.529056548,0.336020913,2.940713304,0.405,-0.00715229,-0.019058542,8.538691435,14.42192077,-7.552993027,0.52907677,12.2745335,10.08013222,0.329,0.368263159,-0.049824468,7.70244225,19.15765229,0.056,-0.852343058,0.502916759,3.872622144,0.077,-0.888344226,0.528458081,4.266032158,NA,NA,NA,NA,0.286,0.416643859,-0.033337823,7.256412015,NA,NA,NA,NA,0.32,0.386865241,-0.050765156,7.611635391,NA,NA,NA,NA,0.082,-0.885860413,0.529495698,4.354232849,NA,NA,NA,NA,6.130204816,5.633455834,1.088178375
202362,Lance,Stephenson,78,323,-0.415848111,-0.050840733,3.567036044,0.39,0.008487908,-0.004670132,8.272026373,13.19012062,-7.868685609,0.434804343,10.57705129,6.897465445,0.314,0.415389334,-0.052747183,7.62894102,18.812309,0.115,-0.317852582,0.117839081,5.339530834,0.057,-0.592982323,0.110796185,4.343670639,NA,NA,NA,NA,0.268,0.481555007,-0.067034072,7.28365369,NA,NA,NA,NA,0.277,0.478379433,-0.068198201,7.35915318,NA,NA,NA,NA,0.086,-0.519242446,0.132390716,4.807209087,NA,NA,NA,NA,5.099369551,4.724312307,1.079388749
203544,Pero,Antic,83,317,-0.250570671,0.378757363,3.703198513,0.451,-0.001817895,0.007483759,8.231850451,15.43206083,-7.801094929,-0.451605822,13.30742167,7.502370455,0.291,0.364816954,0.187389633,6.668176253,14.10360988,0.168,-0.444924136,0.825465286,5.372786918,0.115,-0.655768554,0.886169804,4.661034589,NA,NA,NA,NA,0.333,0.436771974,0.059695674,7.000894926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,-0.634977523,0.905699457,4.880362231,NA,NA,NA,NA,5.326423914,4.550649449,1.170475549
